word,x,y,cui,semantic_type,zone,sample
Tearing,4.83989692559,-13.4652217122,C0152227,Disease or Syndrome,230.0,1.0
CCL4L,-11.1293491648,-12.196764851,C1824662,Gene or Genome,79.0,1.0
Amphiodia,8.96954253619,9.94722647201,C3320942,Eukaryote,281.0,1.0
OATPB,-11.9228891264,-8.49253466673,C3541299,Gene or Genome,62.0,1.0
yohimbe,2.30366908537,15.7603284573,C1123032,Plant,227.0,1.0
AMINO-ACIDS,-7.37714398602,17.3393817875,C0002520,"Amino Acid, Peptide, or Protein",132.0,1.0
TFIP11,-13.3765541242,-4.07295712539,C1424789,Gene or Genome,64.0,1.0
cervinin,-4.12289475571,10.3270857525,C1451155,Organic Chemical,148.0,1.0
tendons,6.18512974566,-13.6222014255,C0039508,"Body Part, Organ, or Organ Component",249.0,1.0
coniine,-5.7223287898,11.8039901612,C0056245,Pharmacologic Substance,149.0,1.0
RAP30,-14.3203565963,-5.17604915487,C1333722,Gene or Genome,45.0,1.0
neosenkirkine,-3.62208534367,11.992348798,C0132146,Hazardous or Poisonous Substance,168.0,1.0
CHMP6,-14.3129939599,-2.91268206129,C1538461,Gene or Genome,46.0,1.0
Maxair,4.2325508331,5.60657913816,C0721597,Pharmacologic Substance,241.0,1.0
bicillin-5,3.32732775071,2.22545489722,C0053155,Organic Chemical,220.0,1.0
Aptosyn,-5.82434183182,5.67422196181,C0935917,Organic Chemical,146.0,1.0
HOXA10,-14.3569271119,-9.82172226388,C1334038,"Amino Acid, Peptide, or Protein",42.0,1.0
HOXA10,-14.3569271119,-9.82172226388,C1334038,Biologically Active Substance,42.0,1.0
Socratea,5.32683769338,14.222040765,C1070189,Plant,245.0,1.0
apicidin,-13.9537512892,4.98887837003,C0531691,Organic Chemical,50.0,1.0
Phyllonomaceae,6.7258247963,8.33608593147,C1020331,Plant,261.0,1.0
Lulworthiales,8.93822804125,5.63754567701,C1065497,Fungus,279.0,1.0
EB1,-15.109323685,-2.75774471474,C1332777,Gene or Genome,46.0,1.0
mini-myoglobin,-4.07064920358,3.17802877227,C0634710,"Amino Acid, Peptide, or Protein",163.0,1.0
PKCzeta,-16.7127500984,-1.24720941985,C2261580,Molecular Function,28.0,1.0
Unigen,12.2873510694,-3.19852282433,C1564605,Organic Chemical,312.0,1.0
C423,-6.31991890296,1.01008267435,C1564379,Enzyme,124.0,1.0
Maybe,10.4313819135,-8.34488681392,C3844350,Finding,290.0,1.0
ALPP,-12.1094889791,-11.0107036909,C0740201,"Amino Acid, Peptide, or Protein",60.0,1.0
EBM,12.9921516944,-8.32842134542,C1414235,Gene or Genome,309.0,1.0
PDK1,-16.7925816667,-1.37357508792,C1418440,Gene or Genome,28.0,1.0
EBP,13.1606050364,-8.38040381453,C0597716,"Amino Acid, Peptide, or Protein",328.0,1.0
PDK4,-10.2943405066,-1.44967776046,C1418443,Gene or Genome,85.0,1.0
Crinocheta,10.3160512774,9.64801734352,C2313592,Eukaryote,300.0,1.0
constrictors,1.08806504462,-9.37597868219,C0995155,Reptile,194.0,1.0
Aracytin,-2.09570834305,0.158764669855,C1511628,Pharmacologic Substance,181.0,1.0
Brenda,13.5412946601,-1.98991485978,C1067547,Eukaryote,331.0,1.0
meprin-B,-8.26618722516,-0.212014815223,C0127556,Enzyme,104.0,1.0
S18127,-10.1201891842,11.577612349,C1313283,Organic Chemical,92.0,1.0
nephronectin,-14.6129397367,-0.477489664996,C1826466,Gene or Genome,47.0,1.0
microRNA-143,-14.3720285467,-8.42889647567,C1537797,Gene or Genome,43.0,1.0
Tersavid,2.74860523258,3.2528088756,C0145208,Organic Chemical,220.0,1.0
Calla,4.98146566063,14.6716442754,C0331463,Plant,246.0,1.0
Aging-in-Place,13.928392802,-7.64563546351,C2718023,Daily or Recreational Activity,328.0,1.0
5-hydroxykynurenine,-5.41717688006,5.15700752811,C0608259,Organic Chemical,145.0,1.0
Picrorrhiza,2.14407441257,16.3282953568,C1135911,Plant,227.0,1.0
Aggressions,12.0538001198,-9.45747015811,C0001807,Mental or Behavioral Dysfunction,308.0,1.0
SRD5A2,-10.9946592522,-0.0293528727935,C0039602,Enzyme,86.0,1.0
SRD5A1,-10.9752882817,0.0140914943042,C1420395,Gene or Genome,86.0,1.0
D-282,-1.49183769701,-3.29789718108,C0060547,Pharmacologic Substance,179.0,1.0
Paraquat,0.48361766721,10.5317722034,C0030493,Organic Chemical,205.0,1.0
FOXN5,-8.87217522663,-7.09970393656,C1539528,Gene or Genome,101.0,1.0
Parascutigera,10.2735141952,10.6110626593,C1689361,Eukaryote,300.0,1.0
xeroform,4.03902435855,-5.42049601138,C0148970,Pharmacologic Substance,235.0,1.0
Extended-spectrum-beta-lactamase,10.2072740143,1.14810584573,C0486433,"Amino Acid, Peptide, or Protein",295.0,1.0
Asp-Glu,-6.27390052988,0.446703442361,C0052545,"Amino Acid, Peptide, or Protein",124.0,1.0
PMS1339,-7.97026924615,5.75549279368,C2934927,Organic Chemical,108.0,1.0
TAE684,-13.9915444465,6.09864983638,C1869761,Organic Chemical,51.0,1.0
arawana,14.6869371332,9.81462148839,C1051303,Fish,338.0,1.0
jerk,7.54945580451,-12.1001624461,C0231530,Finding,269.0,1.0
SnCl(2),-2.36486622304,4.6558008525,C0075160,"Indicator, Reagent, or Diagnostic Aid",164.0,1.0
lark,15.4518396192,7.34028838446,C0326367,Bird,356.0,1.0
Petrochelidon,15.7970876234,7.52263755516,C1320159,Bird,356.0,1.0
Bedouins,16.6983354615,-5.46441243274,C0282538,Population Group,348.0,1.0
organon,-0.498348876134,-10.1181966546,C0331880,Health Care Related Organization,175.0,1.0
Cefepime,3.2274957683,9.58401235651,C0055003,Antibiotic,224.0,1.0
Protegrin,-11.7664210547,2.16050460731,C1527211,Antibiotic,68.0,1.0
SC001,15.1589855834,1.39660064669,C3831764,Geographic Area,352.0,1.0
Butyricicoccus,15.2171806741,1.69874546896,C2662372,Bacterium,352.0,1.0
Mu,-6.53998533801,-7.34160998434,C0347978,Intellectual Product,119.0,1.0
Mx,-17.4112681556,-7.17660675279,C1551087,Quantitative Concept,6.0,1.0
MG,0.232868656353,-7.49480402452,C0026896,Disease or Syndrome,195.0,1.0
MA,6.38734030895,-3.50704208769,C0279188,Therapeutic or Preventive Procedure,255.0,1.0
MB,6.68879475053,-0.507503645779,C0025746,"Indicator, Reagent, or Diagnostic Aid",256.0,1.0
MB,6.68879475053,-0.507503645779,C1417048,Gene or Genome,256.0,1.0
MO,6.28600281462,-3.2282167439,C0026566,Quantitative Concept,255.0,1.0
MI,1.08723217071,-10.0329307689,C0332288,Qualitative Concept,194.0,1.0
MI,1.08723217071,-10.0329307689,C3810814,Diagnostic Procedure,194.0,1.0
MK,0.172028639404,-7.20111484685,C0083453,Biologically Active Substance,196.0,1.0
MT,-2.37848998649,-8.15701214094,C0026506,Geographic Area,157.0,1.0
MT,-2.37848998649,-8.15701214094,C1825950,Gene or Genome,157.0,1.0
MX,-2.22976812022,8.90551458642,C0025885,Geographic Area,166.0,1.0
Phaeoacremonium,9.19749153087,3.26747486988,C1025333,Fungus,277.0,1.0
trichloro-s-triazine,-3.30767017621,4.77711086447,C0056674,Pharmacologic Substance,164.0,1.0
Mollitrichosiphum,8.67574172837,7.96137379313,C1064394,Eukaryote,280.0,1.0
GCT,-5.83287760774,-9.76502004963,C0220620,Neoplastic Process,137.0,1.0
nembutal,4.79699131765,5.06683817444,C0702208,Pharmacologic Substance,240.0,1.0
over-work,11.8363457363,-9.47291277098,C0848167,Finding,308.0,1.0
sarcoplasm,-1.85334863801,-8.2621038067,C0682566,Cell Component,176.0,1.0
specimen-collection,13.1781527253,-7.67387139492,C0200345,Laboratory Procedure,328.0,1.0
ZLN024,-12.7627905447,7.1652522416,C3850701,Pharmacologic Substance,71.0,1.0
CHMP4B,-14.1959741722,-3.19719638121,C1538458,Gene or Genome,46.0,1.0
Bagassosis,1.37032791483,-12.9964145252,C0004681,Disease or Syndrome,192.0,1.0
litre,5.05440690037,0.0750662097478,C0475211,Quantitative Concept,238.0,1.0
SU5416,-14.4112623338,6.00105891365,C0762592,Organic Chemical,51.0,1.0
endomucin,-5.51922366897,-6.47109007626,C1825049,Gene or Genome,139.0,1.0
suberyldicholine,-10.4092885097,11.0649243796,C0075366,Organic Chemical,92.0,1.0
Foreign-body,-0.10988717925,-12.2197249897,C0016542,Injury or Poisoning,193.0,1.0
latexin,-8.40315070849,-3.09485142065,C0253876,"Amino Acid, Peptide, or Protein",103.0,1.0
latexin,-8.40315070849,-3.09485142065,C0253876,Immunologic Factor,103.0,1.0
Epizoanthus,9.65591098055,6.42015787292,C1883988,Eukaryote,298.0,1.0
Flexibility,5.95896004234,-6.75881213427,C0242808,Qualitative Concept,253.0,1.0
GANGRENE,-9.43118792469,15.6476576589,C0017086,Disease or Syndrome,113.0,1.0
diaveridine,3.56602051774,8.89163383824,C0057733,Organic Chemical,242.0,1.0
LIF,-18.1903401259,0.699326343724,C0125606,Immunologic Factor,10.0,1.0
LIF,-18.1903401259,0.699326343724,C1453955,"Amino Acid, Peptide, or Protein",10.0,1.0
LIF,-18.1903401259,0.699326343724,C1453955,Immunologic Factor,10.0,1.0
LIP,-0.320633405486,-10.1123877071,C1846919,Gene or Genome,175.0,1.0
Herbivory,12.9425813349,2.03072906862,C0562691,Animal,315.0,1.0
LIX,-19.2506621449,-1.16948877751,C1510510,"Amino Acid, Peptide, or Protein",9.0,1.0
LIX,-19.2506621449,-1.16948877751,C1510510,Pharmacologic Substance,9.0,1.0
Pocillopora,13.6930358575,12.1225292738,C1012820,Eukaryote,339.0,1.0
Terfenadine,2.75556855127,5.88839446783,C0085173,Organic Chemical,222.0,1.0
taurultame,-3.9055695312,8.32149818683,C0673101,Organic Chemical,166.0,1.0
taurultame,-3.9055695312,8.32149818683,C0673101,Pharmacologic Substance,166.0,1.0
B.A.L.,3.56451858303,1.80858308747,C1569441,Organic Chemical,239.0,1.0
SCHOOL,-7.49084131624,15.0865498483,C0036375,Organization,132.0,1.0
octanoates,-4.04524796057,5.79755593207,C0006930,Organic Chemical,165.0,1.0
Dichomitus,9.14601712039,3.23680219282,C1089083,Fungus,277.0,1.0
Exosporium,8.3717441986,4.40872317734,C3463938,Fungus,278.0,1.0
acodazole,-4.69279018204,2.74418992502,C0050565,Pharmacologic Substance,144.0,1.0
N-696,-7.6676632551,9.52575167293,C0129577,Organic Chemical,129.0,1.0
ruxolitinib,-14.9124243994,5.96046339817,C2931926,Organic Chemical,51.0,1.0
cinnamoyl-CoA,-9.25982436771,1.27220322879,C0207318,Biologically Active Substance,105.0,1.0
pyroantimonate,1.32232803822,0.447302042724,C0072738,Inorganic Chemical,200.0,1.0
Mitochondrial-DNA,-7.1292563151,-7.02590652777,C0012929,Biologically Active Substance,120.0,1.0
tesmilifene,-3.10425641054,1.38072796571,C1704341,Pharmacologic Substance,162.0,1.0
Anapriline,-7.53612074878,9.79721208125,C0700773,Organic Chemical,129.0,1.0
Kir2.1,-15.2599914455,2.66420328876,C1416584,Gene or Genome,49.0,1.0
alnumycin,-7.60720538531,2.15970819947,C0674757,Organic Chemical,125.0,1.0
alnumycin,-7.60720538531,2.15970819947,C0674757,Pharmacologic Substance,125.0,1.0
A-80b,-8.60709250345,9.28263991516,C0654859,Organic Chemical,110.0,1.0
Scalds,4.43699869335,-13.7174484939,C0332691,Injury or Poisoning,230.0,1.0
phenoloxidase,-7.61835048351,-0.454209033405,C0041484,"Amino Acid, Peptide, or Protein",123.0,1.0
Fasciolopsiasis,1.18961423303,-13.9808961657,C0015656,Disease or Syndrome,192.0,1.0
pseudohypoparathyroidism,-2.76820498607,-13.6907278142,C0033806,Disease or Syndrome,154.0,1.0
TD-8954,-9.08023794509,12.2471762348,C3661040,Pharmacologic Substance,111.0,1.0
Bombs,11.2655802883,-4.68385631068,C0441726,Manufactured Object,311.0,1.0
Propionicacidemia,-2.44763765051,-13.4558212502,C0268579,Disease or Syndrome,154.0,1.0
Stachylidium,9.28130771232,3.4491616024,C3011532,Fungus,296.0,1.0
"3,3-dimethyl-2-butanone",-2.90436030875,4.31621319387,C0250085,Organic Chemical,164.0,1.0
64Cu-DOTA-AE105,-3.80076769269,-4.05246867251,C3899497,"Indicator, Reagent, or Diagnostic Aid",159.0,1.0
1-(2-chloroethyl)-3-isobutyl-3-(beta-maltosyl)-1-nitrosourea,-3.1635964377,1.4362004156,C0088681,Organic Chemical,162.0,1.0
trichothecene,-0.437455933429,13.4059624137,C0040952,Hazardous or Poisonous Substance,188.0,1.0
obsidian,9.47003149279,-2.36243154951,C0069294,Inorganic Chemical,293.0,1.0
Vira,0.314946931069,-5.50645729054,C0042776,Virus,196.0,1.0
FKBP10,-7.97519470752,-11.4375124268,C1425359,Gene or Genome,98.0,1.0
inconsistent,7.90404823946,-7.74288285527,C0442809,Qualitative Concept,271.0,1.0
HOE766,-3.82217778967,-0.319703883596,C0701272,"Amino Acid, Peptide, or Protein",161.0,1.0
serum-creatine,-5.75751416101,-2.03523371096,C0858112,Laboratory Procedure,141.0,1.0
Pinna,13.717272481,0.0846065274438,C1706219,"Body Part, Organ, or Organ Component",333.0,1.0
SNORD43,10.3362242867,5.1974243051,C1822945,Gene or Genome,297.0,1.0
Beta-cryptoxanthin,-3.60862603667,14.8233910589,C0896117,Vitamin,170.0,1.0
suanzaoren,0.804771916677,16.1693643585,C2355129,Biologically Active Substance,208.0,1.0
Romneya,6.77697661588,13.5968738937,C1019763,Plant,264.0,1.0
gerbils,12.1203586356,0.769996792996,C0017462,Mammal,314.0,1.0
FIAF,-5.86966865946,-2.84167054828,C3272715,Gene or Genome,141.0,1.0
kilometer,6.81441973885,-2.37524515458,C0439198,Quantitative Concept,255.0,1.0
satiety,11.4891061394,-10.9631563074,C0036239,Mental Process,307.0,1.0
tocopherol,-1.04480017508,14.7756188873,C0087096,Pharmacologic Substance,189.0,1.0
AMBER,7.73423350886,-4.85100705167,C0242864,Organic Chemical,273.0,1.0
Harbor,14.7682360386,-3.30889837614,C0475311,Manufactured Object,331.0,1.0
glyoxamide,-3.88759066109,4.91769809734,C0525682,Organic Chemical,164.0,1.0
Parastenella,9.55351842387,6.63035468339,C1908023,Eukaryote,298.0,1.0
Mesothelin,-5.85382299696,-6.11717951948,C0380162,Immunologic Factor,139.0,1.0
workplace,13.6955170694,-8.34370572059,C0162579,Spatial Concept,328.0,1.0
CLC7,-14.4658437669,1.03938023209,C3811087,Gene or Genome,48.0,1.0
Enalapril,0.0894017284018,4.50911002371,C0014025,Pharmacologic Substance,202.0,1.0
talented,14.2637312046,-8.97646389204,C0871476,Finding,328.0,1.0
DFNA7,-7.42233704944,-12.1830564126,C1832379,Disease or Syndrome,117.0,1.0
Nematoscelis,10.7282217527,10.2481600713,C1091585,Eukaryote,300.0,1.0
WNT6,-13.6972592052,-10.5171759272,C1454574,"Amino Acid, Peptide, or Protein",42.0,1.0
Autophagy,-0.712408872275,-8.27270613186,C0004391,Cell Function,176.0,1.0
2.7.1.112,-16.5081987809,-1.34237138748,C0134982,"Amino Acid, Peptide, or Protein",28.0,1.0
IR1,-6.81527506022,-7.57921077961,C0963236,Receptor,119.0,1.0
silicristin,-3.47220241409,14.5621335713,C0074546,Pharmacologic Substance,170.0,1.0
AW-10,-7.55598954788,-7.86488803568,C2983895,Organic Chemical,119.0,1.0
Alor,16.5682162506,-3.33784507269,C0718413,Pharmacologic Substance,350.0,1.0
Whiting,13.4694200767,-0.561952864033,C0349378,Food,332.0,1.0
preproVIP,-12.5264882324,2.96821276117,C0071945,"Amino Acid, Peptide, or Protein",68.0,1.0
Tharyx,13.0271068502,10.7141597534,C3322581,Eukaryote,338.0,1.0
DFNB27,-6.08840794603,-14.2550055476,C1414019,Gene or Genome,116.0,1.0
zinc-finger,-12.3835170098,-1.82028903571,C0080347,Amino Acid Sequence,66.0,1.0
COX,-12.3804888173,1.7302740451,C0033551,"Amino Acid, Peptide, or Protein",67.0,1.0
HPT-JT,-3.2811591178,-14.6235555238,C1704981,Neoplastic Process,153.0,1.0
olaquindox,3.76594060506,9.4859861018,C0069394,Organic Chemical,243.0,1.0
Hexon,2.85180767382,-4.53536316335,C0062637,Pharmacologic Substance,216.0,1.0
"L-365,031",-9.49696251145,11.0686918159,C0064467,Organic Chemical,111.0,1.0
Radiometry,5.26993524233,-5.18152236913,C0034603,Laboratory Procedure,235.0,1.0
Pooling,7.17640908309,-6.29569344644,C2349200,Functional Concept,253.0,1.0
Teichococcus,15.7016774145,2.7553426249,C1218981,Bacterium,353.0,1.0
Seneca,14.7115384443,-2.46218018982,C0574554,Language,331.0,1.0
KCI,3.03604678445,0.0873929317324,C1511044,Health Care Related Organization,219.0,1.0
Reboxetine,2.04853476138,7.47257912544,C0168388,Organic Chemical,223.0,1.0
CVAP,-1.68514215793,-0.468393435308,C0611285,Biologically Active Substance,180.0,1.0
deamino-NADH,-8.15462390794,2.53621925557,C0068712,"Nucleic Acid, Nucleoside, or Nucleotide",106.0,1.0
cream,5.07529197544,2.44680983599,C0705539,Biomedical or Dental Material,239.0,1.0
suREJ1,-9.54029174556,-3.1311314417,C0965871,Receptor,103.0,1.0
EDTA-calcium,-1.60869837507,3.47401833465,C0006692,Pharmacologic Substance,182.0,1.0
TNFRSF3,-16.5096305256,-6.48804774449,C1412022,"Amino Acid, Peptide, or Protein",25.0,1.0
Rectorrhagia,1.39766592903,-13.5408046687,C0267596,Pathologic Function,192.0,1.0
ferumoxides,0.230375074745,-3.29741187099,C0246249,Pharmacologic Substance,198.0,1.0
trolamine,4.79466229278,2.87689035422,C0077089,Pharmacologic Substance,239.0,1.0
lonidamine,-2.85470018678,0.673723853962,C0065175,Organic Chemical,162.0,1.0
SR-90107,1.00401877484,1.0760908346,C0526589,Pharmacologic Substance,200.0,1.0
Sutorius,-14.5554597715,4.19121534358,C3752915,Fungus,50.0,1.0
Digibind,-2.91713504092,-3.21160884916,C0687706,Immunologic Factor,160.0,1.0
Fabeae,9.16678175554,7.38905273802,C1078059,Plant,280.0,1.0
Orthodontist,12.6105270451,-3.45155829142,C0260083,Professional or Occupational Group,312.0,1.0
butanedione-monoxime,-12.6115849575,8.98031628263,C0057676,Organic Chemical,72.0,1.0
Hyposmocoma,8.55984875299,10.8632645171,C2646017,Eukaryote,282.0,1.0
Enarmoniini,6.37374195839,8.58004173724,C2990612,Eukaryote,261.0,1.0
Exerciser,10.0934328096,-5.50308515056,C0180776,Manufactured Object,291.0,1.0
Dimethylsulphate,-4.97023525533,2.73408018164,C0058229,Hazardous or Poisonous Substance,144.0,1.0
Biophytum,2.77718610234,16.3242321556,C1494381,Plant,227.0,1.0
Sexting,13.0338014043,-7.97298565954,C2963180,Individual Behavior,328.0,1.0
PLTR,4.8311115314,-15.2373188572,C3541263,Gene or Genome,229.0,1.0
Rhaphiodon,12.7611996507,9.65117213511,C3336112,Plant,319.0,1.0
Falconiformes,14.8715737795,6.77592865121,C0325435,Bird,336.0,1.0
cucumopine,-8.66453200225,-2.59131080027,C0219149,Organic Chemical,103.0,1.0
INOS,-12.3183651013,1.41186098725,C1968833,Gene or Genome,67.0,1.0
METHADONE,-8.35268815031,16.058507989,C0025605,Pharmacologic Substance,113.0,1.0
linetol,3.4733346048,2.06782896571,C0065007,Organic Chemical,220.0,1.0
dihydroambazone,-18.6422216778,-0.190017426104,C0058045,Organic Chemical,9.0,1.0
polysaccharide-iron,1.71551591007,15.6251203917,C0722705,Organic Chemical,227.0,1.0
polysaccharide-iron,1.71551591007,15.6251203917,C0722705,Pharmacologic Substance,227.0,1.0
Haematococcus,10.877084329,3.16674764433,C1082765,Plant,296.0,1.0
metaldehyde,1.06694380044,10.8206796193,C0066045,Hazardous or Poisonous Substance,206.0,1.0
Abanoquil,-8.98530659071,10.1923818849,C0165215,Organic Chemical,110.0,1.0
19d,5.84409932838,4.7820571288,C1552108,"Body Part, Organ, or Organ Component",259.0,1.0
TG101209,-14.0007139767,6.14189336253,C2000456,Organic Chemical,51.0,1.0
RGDm-SSL-DOX,0.654529508132,-1.77625236062,C1690885,"Amino Acid, Peptide, or Protein",199.0,1.0
arachidene,2.48801710179,2.59419098767,C0052288,Organic Chemical,220.0,1.0
microcytes,-2.49656358839,-10.9766432554,C0369668,Cell,155.0,1.0
HOT1,-9.53237196092,-4.60487567431,C1825510,Gene or Genome,102.0,1.0
company,13.7279205717,-6.56336848971,C0683757,Manufactured Object,329.0,1.0
delphilin,-13.5094054864,-3.03630838022,C1120548,"Amino Acid, Peptide, or Protein",65.0,1.0
PF-10040,-8.73373628346,8.12743847917,C0174279,Organic Chemical,109.0,1.0
ANP-(95-126),-4.87269304745,-1.40427223939,C0077910,"Amino Acid, Peptide, or Protein",142.0,1.0
ANP-(95-126),-4.87269304745,-1.40427223939,C0077910,Biologically Active Substance,142.0,1.0
Galeommatidae,12.426650835,8.46109011553,C1083541,Eukaryote,318.0,1.0
METHYLCELLULOSE,-8.82137539344,16.7270371663,C0025729,Organic Chemical,113.0,1.0
ergogenic,8.42516398722,-10.453915611,C0002763,Pharmacologic Substance,270.0,1.0
TGFbeta3,-17.7232020494,0.772416588014,C1710291,Gene or Genome,10.0,1.0
SKA1,-13.7582806478,-6.16723448671,C1540267,Gene or Genome,44.0,1.0
NanoOrange,-1.16646112784,-3.15326873394,C0968830,"Indicator, Reagent, or Diagnostic Aid",179.0,1.0
myo-inositol,-5.96176316572,0.733745198442,C0021547,Vitamin,143.0,1.0
ZNF112,-5.53457674502,-9.14263252297,C1858867,Gene or Genome,137.0,1.0
Piperazinedione,2.94684264523,4.58497364901,C0137098,Pharmacologic Substance,221.0,1.0
G22P1,-12.2370936459,-8.42413490275,C1823878,Gene or Genome,62.0,1.0
trichinosis,10.3606607589,-0.899372846485,C0040896,Disease or Syndrome,294.0,1.0
